last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,days_exposition
1300000.0,40.0,2024-03-06,2,,5.0,28.0,4,,False,False,6.0,1.0,Bucha,
8300000.0,66.8,2024-05-03,3,2.6,14.0,43.6,5,,False,False,11.0,1.0,Kyiv,379.00000000000006
3500000.0,27.2,2024-04-22,1,2.8,4.0,12.1,4,,False,False,6.7,,Kyiv,
9300000.0,84.0,2024-04-21,3,2.58,14.0,62.0,7,,False,False,14.5,1.0,Kyiv,141.0
1350000.0,72.0,2024-02-18,3,2.5,5.0,42.0,2,,False,False,8.5,,Hostomel,45.00000000000001
7800000.0,82.0,2024-01-12,3,3.0,5.0,56.0,4,,False,False,9.0,,Kyiv,19.0
4500000.0,44.3,2024-07-14,2,2.5,5.0,30.1,3,,False,False,6.7,1.0,Kyiv,
5400000.0,57.2,2024-02-13,3,2.55,5.0,39.3,4,,False,False,6.1,2.0,Kyiv,
3200000.0,71.0,2023-11-23,3,2.5,5.0,43.0,1,,False,False,8.0,,Borshchahivka,105.0
3429000.0,41.4,2024-08-29,1,2.75,17.0,16.5,5,,False,False,11.7,,Kyiv,70.0
3200000.0,48.0,2024-05-10,1,,4.0,25.0,2,,False,False,9.0,,Boyarka,60.0
3950000.0,48.6,2024-02-28,2,,9.0,,9,,False,False,,,Boryspil,45.00000000000001
4100000.0,43.2,2024-05-04,1,2.6,29.0,14.35,18,,False,False,14.4,2.0,Bucha,45.00000000000001
2450000.0,39.3,2023-09-02,1,2.7,9.0,19.9,7,,False,False,10.6,1.0,Brovary,226.0
5295000.0,53.7,2024-09-21,1,,26.0,28.0,17,,False,False,14.3,1.0,Kyiv,21.0
6900000.0,47.6,2024-04-14,2,,5.0,28.2,5,,False,False,8.2,0.0,Kyiv,398.0
5950000.0,74.1,2023-12-05,4,,9.0,50.7,7,,False,False,6.5,,Kyiv,222.0
40000000.0,220.0,2024-02-01,4,2.94,5.0,130.3,2,,False,False,36.5,,Kyiv,89.00000000000001
5300000.0,41.8,2024-04-14,1,2.8,25.0,21.3,9,,False,False,12.3,2.0,Kyiv,252.0
3700000.0,29.2,2024-06-25,1,2.56,9.0,15.2,7,,False,False,6.7,,Kyiv,9.0
3600000.0,80.0,2024-05-28,2,,9.0,,1,,False,False,9.0,,Boryspil,
13200000.0,156.0,2023-09-12,5,3.4,3.0,,3,,False,False,,,Kyiv,316.0
3300000.0,57.9,2024-03-14,3,2.5,12.0,,1,,False,False,6.0,,Vyshneve,
9700000.0,68.2,2024-04-12,2,2.8,12.0,33.4,4,,False,False,12.2,1.0,Kyiv,138.0
4700000.0,62.2,2023-11-09,2,2.65,15.0,33.8,8,,False,False,10.7,1.0,Bucha,179.00000000000003
18120000.0,150.0,2024-08-09,4,,4.0,,3,,False,False,,,Kyiv,56.0
3500000.0,30.6,2024-01-10,1,,5.0,18.0,5,,False,False,6.5,,Kyiv,
7399000.0,70.9,2024-03-22,3,,13.0,38.7,9,,False,False,11.7,0.0,Kyiv,150.0
6990000.0,77.2,2024-04-04,4,2.55,9.0,51.4,5,,False,False,11.3,,Kyiv,
1750000.0,40.0,2024-01-20,1,2.5,5.0,17.2,5,,False,False,8.4,2.0,Hostomel,
3850000.0,31.9,2023-12-18,1,2.6,9.0,15.8,7,,False,False,8.5,,Kyiv,63.0
4779000.0,53.1,2024-10-07,1,,13.0,19.8,6,True,False,False,15.9,2.0,Kyiv,60.0
1640000.0,23.98,2024-05-04,1,,,,1,,False,False,,0.0,Borshchahivka,378.00000000000006
4100000.0,43.0,2024-07-10,2,,5.0,28.0,3,,False,False,5.5,0.0,Kyiv,117.0
3990000.0,47.5,2023-10-13,1,,4.0,26.5,2,,False,False,13.5,,Vyshneve,582.0
4550000.0,35.8,2023-09-12,1,2.7,7.0,18.2,7,,False,False,6.2,1.0,Kyiv,313.0
4900000.0,63.7,2024-09-06,2,,5.0,39.2,2,,False,False,10.0,,Vyshneve,
6000000.0,41.6,2024-04-04,1,2.77,14.0,17.7,11,,False,False,12.4,1.0,Kyiv,
5730000.0,60.15,2022-10-05,2,,25.0,30.3,2,,False,False,11.3,,Kyiv,955.0
4045000.0,41.8,2024-08-09,1,2.75,23.0,18.9,9,,False,False,8.4,1.0,Kyiv,16.0
2900000.0,38.0,2024-04-15,1,2.7,5.0,17.1,3,,False,False,10.5,,Hostomel,24.000000000000004
8300000.0,71.1,2024-05-13,2,2.85,25.0,37.2,8,,False,False,13.6,1.0,Kyiv,107.0
4100000.0,42.0,2023-11-14,2,,12.0,29.0,1,False,False,False,6.3,0.0,Kyiv,130.0
3830000.0,33.52,2024-07-21,1,,18.0,13.89,3,,False,False,7.92,,Hostomel,
7950000.0,65.0,2024-02-22,2,,16.0,38.9,13,,False,False,10.7,,Kyiv,210.0
4990000.0,97.2,2024-08-20,3,2.8,25.0,52.4,20,False,False,False,15.8,2.0,Kyiv,13.0
4850000.0,37.4,2024-07-27,1,,,,7,,False,False,,,Kyiv,
9500000.0,49.12,2024-01-26,1,,10.0,15.65,10,,False,False,17.5,1.0,Kyiv,157.0
4000000.0,52.0,2024-10-26,2,2.75,10.0,30.0,1,,False,False,10.0,2.0,Vyshneve,45.00000000000001
6990000.0,80.0,2023-09-24,3,,12.0,47.0,2,,False,False,15.0,0.0,Kyiv,280.0
10700000.0,60.0,2023-07-03,2,3.1,5.0,31.6,2,,False,False,12.5,,Kyiv,684.0
6700000.0,41.82,2023-12-27,1,,14.0,17.03,14,,False,False,,,Kyiv,26.0
7257317.0,49.81,2023-10-24,1,2.8,10.0,21.65,10,False,False,False,13.53,1.0,Kyiv,248.0
3700000.0,49.0,2024-10-19,4,,5.0,37.6,2,False,False,False,5.6,0.0,Kyiv,45.00000000000001
3000000.0,32.4,2023-12-08,1,2.6,9.0,17.1,1,,False,False,7.4,,Kyiv,188.00000000000003
7500000.0,77.0,2023-04-30,3,3.25,5.0,44.0,1,,False,False,20.0,,Kyiv,263.0
5400000.0,63.0,2023-04-08,3,3.2,5.0,41.0,5,,False,False,9.1,0.0,Kyiv,328.0
4600000.0,49.5,2023-12-15,2,2.5,9.0,30.0,5,,False,False,6.0,1.0,Kyiv,62.0
4800000.0,56.3,2024-07-01,3,2.55,9.0,39.5,9,,False,False,6.2,,Kyiv,
1550000.0,53.3,2024-09-03,2,2.5,5.0,29.6,1,,False,False,8.3,1.0,Boryspil,
4650000.0,60.3,2024-09-29,2,2.5,10.0,29.6,10,,False,False,11.9,,Boryspil,
5260000.0,37.0,2024-06-10,1,,18.0,16.8,12,,False,False,8.8,2.0,Kyiv,64.0
4500000.0,60.0,2023-07-24,3,,5.0,44.0,5,,False,False,6.0,0.0,Kyiv,663.0
5966000.0,62.8,2024-04-12,2,2.8,7.0,27.0,5,,False,False,10.2,2.0,Boyarka,11.000000000000002
7800000.0,61.0,2024-03-25,2,2.5,6.0,39.0,2,,False,False,9.0,,Kyiv,80.0
7980000.0,80.0,2024-07-14,3,3.15,5.0,59.0,4,,False,False,9.6,1.0,Kyiv,70.0
4500000.0,56.3,2024-05-25,3,2.6,5.0,38.8,2,,False,False,6.1,,Kyiv,67.0
2500000.0,36.5,2023-12-20,1,,27.0,17.0,23,,False,False,9.0,2.0,Vyshneve,238.0
3250000.0,31.4,2024-01-20,1,2.7,24.0,23.2,17,,False,False,,0.0,Kyiv,115.0
3725000.0,36.65,2023-11-12,2,2.7,18.0,11.15,3,,False,False,15.69,2.0,Vyshneve,105.0
1550000.0,65.7,2023-12-14,3,2.5,9.0,42.5,1,,False,False,10.0,,Boryspil,131.0
4800000.0,105.0,2023-07-12,4,3.6,6.0,,6,False,False,False,9.0,,Hostomel,675.0
5500000.0,44.9,2024-05-22,1,2.7,24.0,15.0,9,,False,False,10.0,2.0,Kyiv,61.0
5200000.0,56.0,2024-03-27,2,,18.0,,6,False,False,False,10.0,2.0,Boyarka,3.0000000000000004
2765000.0,62.0,2023-02-21,2,2.77,9.0,32.0,9,False,False,False,10.0,2.0,Irpin,816.0
13500000.0,128.0,2023-08-03,3,3.26,7.0,87.0,7,,False,False,10.0,1.0,Kyiv,189.00000000000003
6300000.0,59.0,2023-05-30,2,2.7,17.0,29.3,2,,False,False,12.4,2.0,Kyiv,225.0
5250000.0,80.0,2024-10-29,3,2.63,9.0,47.6,6,,False,False,12.3,1.0,Bucha,36.0
3430000.0,40.3,2023-07-18,1,,10.0,18.4,4,,False,False,10.8,1.0,Irpin,669.0
9999999.0,103.0,2024-04-01,3,2.8,18.0,55.0,16,,False,False,13.0,1.0,Kyiv,51.0
11900000.0,91.2,2024-06-09,3,3.1,4.0,62.0,3,,False,False,10.6,,Kyiv,
4960000.0,59.7,2024-04-13,3,2.55,9.0,43.1,7,,False,False,6.3,2.0,Kyiv,
3490000.0,35.95,2024-07-19,1,,24.0,14.9,11,,False,False,12.6,2.0,Boyarka,142.0
3950000.0,46.0,2023-12-18,1,2.75,17.0,22.2,15,,False,False,10.3,1.0,Borshchahivka,93.0
5985000.0,77.5,2024-04-18,4,2.6,9.0,55.1,1,,False,False,9.8,,Kyiv,394.0
15700000.0,127.0,2024-03-10,3,3.2,3.0,84.2,3,,False,False,39.0,,Kyiv,28.0
3699000.0,48.0,2023-11-29,2,,8.0,,1,,False,False,,,Kyiv,45.00000000000001
5550000.0,47.0,2024-03-22,2,,5.0,31.0,5,,False,False,11.2,,Kyiv,75.0
20100000.0,117.6,2024-09-11,3,,8.0,62.5,7,,False,False,21.5,,Kyiv,
1700000.0,21.4,2024-05-20,0,2.7,3.0,,2,,True,False,,,Brovary,
6000000.0,40.0,2024-02-15,1,2.95,4.0,14.0,2,False,False,False,20.0,,Kyiv,41.0
1945000.0,32.0,2023-12-05,1,,17.0,16.0,5,,False,False,9.0,,Boyarka,63.0
4550000.0,43.0,2024-12-18,2,2.5,5.0,27.5,2,,False,False,6.0,1.0,Kyiv,9.0
6405000.0,64.2,2024-10-25,2,,22.0,28.84,18,,False,False,10.51,,Kyiv,
6900000.0,79.8,2024-06-19,3,2.85,6.0,49.7,3,,False,False,11.0,,Kyiv,
4290000.0,40.0,2024-03-26,1,,12.0,20.0,11,,False,False,9.0,,Kyiv,18.0
3850000.0,38.0,2024-01-17,1,,16.0,20.0,16,,False,False,10.0,2.0,Kyiv,51.0
3000000.0,55.5,2023-05-24,1,,25.0,23.3,12,,False,False,14.3,,Boyarka,260.0
2800000.0,31.5,2024-01-14,2,3.4,5.0,23.9,1,,False,False,6.8,,Kyiv,13.0
3450000.0,35.0,2024-03-01,1,,14.0,20.0,5,,False,False,7.5,2.0,Kyiv,115.0
3400000.0,51.0,2023-08-22,2,2.55,5.0,30.0,2,,False,False,6.6,1.0,Irpin,197.0
5250000.0,60.0,2024-04-19,3,,9.0,40.0,4,,False,False,7.0,2.0,Kyiv,14.0
6999000.0,63.3,2023-12-28,2,3.34,5.0,33.7,2,,False,False,10.8,0.0,Kyiv,140.0
6300000.0,62.1,2024-01-15,3,,9.0,39.5,2,,False,False,9.4,0.0,Kyiv,30.0
710000.0,47.7,2024-10-05,2,,2.0,,2,,False,False,,,Boyarka,45.00000000000001
4100000.0,57.0,2024-09-21,3,,5.0,40.0,1,,False,False,6.0,1.0,Kyiv,84.0
2600000.0,70.4,2024-03-21,3,2.5,5.0,68.1,5,,False,False,9.0,3.0,Boyarka,45.00000000000001
6700000.0,65.4,2024-06-12,2,2.6,16.0,36.0,9,,False,False,15.0,1.0,Kyiv,81.0
6800000.0,64.3,2024-03-08,2,3.2,6.0,41.05,3,,False,False,9.0,,Kyiv,435.0
19990000.0,186.0,2024-07-11,4,2.8,9.0,111.0,7,,False,False,32.0,,Boyarka,
4850000.0,62.3,2023-11-01,3,,9.0,40.0,5,,False,False,9.5,,Kyiv,155.0
3200000.0,26.0,2023-06-18,0,2.8,25.0,16.0,7,,True,False,,2.0,Kyiv,213.0
2600000.0,69.0,2024-05-21,3,,5.0,45.0,1,,False,False,10.0,2.0,Brovary,20.0
2600000.0,42.0,2024-06-05,1,2.6,10.0,16.0,7,,False,False,10.0,,Hostomel,49.0
3600000.0,32.0,2023-10-08,1,,5.0,17.0,4,,False,False,6.0,1.0,Kyiv,587.0
3750000.0,58.0,2024-07-19,3,,9.0,40.0,2,,False,False,7.0,0.0,Hostomel,95.0
3900000.0,44.0,2024-03-10,2,2.5,9.0,,6,,False,False,,,Kyiv,220.0
3500000.0,41.0,2024-10-19,1,2.7,10.0,20.0,4,,False,False,11.0,,Bucha,
5450000.0,46.0,2024-07-04,2,,5.0,,3,,False,False,,,Kyiv,
8300000.0,73.3,2024-03-12,3,,19.0,44.0,14,,False,False,10.1,,Kyiv,49.0
4650000.0,75.0,2024-03-08,3,,5.0,47.5,3,False,False,False,9.0,,Hostomel,199.0
23800000.0,136.0,2024-03-12,2,3.45,4.0,72.0,4,,False,False,42.0,,Kyiv,
3740000.0,25.0,2024-02-21,1,3.0,5.0,17.0,4,,False,False,7.4,,Kyiv,164.0
3400000.0,32.4,2024-01-26,1,2.5,9.0,18.0,6,False,False,False,6.2,,Kyiv,
7500000.0,65.0,2024-02-15,2,2.7,17.0,54.0,3,,False,False,11.0,2.0,Kyiv,
3570000.0,35.1,2024-10-29,1,,9.0,18.2,9,,False,False,7.0,1.0,Kyiv,26.0
4350000.0,80.0,2023-10-18,3,,7.0,43.0,6,,False,False,14.0,0.0,Brovary,76.0
5100000.0,35.29,2022-04-20,1,,13.0,14.02,13,,False,False,7.85,,Kyiv,1123.0
1990000.0,47.0,2023-07-10,2,,5.0,32.0,2,,False,False,6.0,1.0,Bucha,203.0
7650000.0,70.6,2024-03-17,3,2.7,5.0,,3,,False,False,,,Irpin,426.0
4838050.0,60.1,2024-05-01,2,,23.0,27.95,16,,False,False,13.16,,Boryspil,81.0
26500000.0,160.0,2024-11-03,5,,5.0,100.0,4,,False,False,36.0,,Kyiv,
1850000.0,44.4,2024-03-07,2,2.5,5.0,,5,False,False,False,,2.0,Hostomel,82.0
13250000.0,156.6,2023-12-04,4,,13.0,105.3,12,,False,False,,0.0,Kyiv,363.00000000000006
6500000.0,67.0,2024-02-20,2,2.9,5.0,40.0,3,,False,False,12.5,,Kyiv,42.0
760000.0,42.0,2024-02-22,2,2.5,5.0,,1,,False,False,7.0,,Irpin,145.0
5400000.0,77.6,2024-09-24,3,,25.0,44.6,10,,False,False,17.0,1.0,Boyarka,11.000000000000002
7200000.0,54.0,2024-06-18,2,3.3,7.0,34.2,5,,False,False,8.0,1.0,Kyiv,3.0000000000000004
16900000.0,122.0,2022-08-07,3,,7.0,75.5,3,,False,False,14.0,,Kyiv,1014.0
5390000.0,52.0,2023-12-06,2,2.6,10.0,29.5,4,,False,False,8.7,1.0,Kyiv,155.0
8600000.0,85.0,2024-01-12,3,2.65,25.0,50.0,20,,False,False,11.0,1.0,Kyiv,78.0
6700000.0,65.7,2024-05-31,2,,8.0,31.3,8,,False,False,10.8,,Kyiv,39.0
9450000.0,68.0,2024-03-28,2,2.8,9.0,38.0,9,,False,False,12.0,0.0,Kyiv,71.0
2250000.0,37.0,2024-08-04,1,,5.0,18.0,4,False,False,False,9.0,1.0,Irpin,
4050000.0,34.0,2024-01-23,1,2.5,9.0,18.0,2,,False,False,7.2,1.0,Kyiv,7.0
1600000.0,40.0,2024-05-07,1,,4.0,18.0,4,False,False,False,12.0,0.0,Bucha,199.0
10100000.0,119.5,2024-08-28,4,2.6,9.0,67.1,8,,False,False,23.5,4.0,Boryspil,80.0
5000000.0,64.4,2024-08-07,3,2.5,9.0,28.0,7,,False,False,6.3,,Kyiv,18.0
3740000.0,44.0,2024-04-06,2,2.5,4.0,30.0,3,,False,False,5.2,2.0,Kyiv,12.000000000000002
5500000.0,58.1,2024-03-19,3,2.5,9.0,37.4,2,,False,False,7.0,,Kyiv,226.0
8200000.0,74.0,2024-10-23,3,2.8,18.0,43.0,11,,False,False,13.0,0.0,Kyiv,34.0
4250000.0,38.0,2023-09-14,1,2.7,3.0,20.0,3,,False,False,8.0,,Hostomel,179.00000000000003
5300000.0,51.0,2024-04-22,2,2.55,16.0,27.5,16,False,False,False,8.5,1.0,Kyiv,60.0
6450000.0,63.0,2023-10-13,3,3.0,15.0,34.0,5,False,False,False,8.7,2.0,Kyiv,132.0
1860000.0,51.8,2023-09-06,2,,5.0,29.0,5,,False,False,9.0,,Borshchahivka,279.0
4920000.0,48.7,2024-01-01,1,3.1,4.0,25.0,2,,False,False,7.7,,Kyiv,337.0
7800000.0,72.0,2024-07-12,3,2.6,12.0,48.0,8,,False,False,7.1,2.0,Kyiv,
3999000.0,43.9,2023-11-09,2,2.65,5.0,29.0,2,False,False,False,6.0,1.0,Vyshneve,136.0
3400000.0,46.0,2024-08-07,2,2.6,9.0,,3,,False,False,,,Irpin,104.0
2900000.0,45.9,2024-05-10,1,,25.0,17.1,24,,False,False,12.7,,Boryspil,372.00000000000006
4277000.0,53.4,2024-03-06,2,2.59,9.0,29.0,4,,False,False,11.0,,Vyshneve,45.00000000000001
10800000.0,82.0,2024-02-09,3,2.8,25.0,27.5,2,,False,False,29.0,,Kyiv,
2199000.0,50.0,2023-11-20,2,,3.0,30.0,3,,False,False,7.0,1.0,Bucha,150.0
2700000.0,31.2,2024-03-25,1,2.5,4.0,,1,,False,False,,,Kyiv,44.00000000000001
3760000.0,42.45,2024-07-15,1,,17.0,19.6,2,,False,False,12.86,0.0,Kyiv,45.00000000000001
5650000.0,59.0,2024-06-30,2,,21.0,33.0,6,,False,False,13.0,,Hostomel,49.0
4300000.0,50.0,2024-05-02,1,3.0,11.0,17.0,9,True,False,False,12.0,2.0,Kyiv,
3500000.0,42.0,2024-01-12,3,2.6,5.0,27.0,2,,False,False,5.0,,Kyiv,37.0
4150000.0,50.0,2023-10-03,2,2.7,6.0,27.0,5,,False,False,10.0,,Boryspil,202.0
4600000.0,36.0,2024-03-30,1,2.7,20.0,19.5,10,,False,False,9.0,,Kyiv,82.0
12561120.0,93.6,2023-10-12,3,3.0,16.0,52.0,5,,False,False,10.9,2.0,Kyiv,583.0
3800000.0,40.0,2023-12-09,1,,9.0,,5,,False,False,,,Kyiv,45.00000000000001
2900000.0,35.3,2024-04-14,1,,16.0,15.3,2,,False,False,9.1,1.0,Kyiv,101.0
8750000.0,83.1,2024-05-01,3,2.5,9.0,53.5,2,,False,False,9.0,2.0,Kyiv,381.00000000000006
5650000.0,64.0,2023-12-03,2,,22.0,35.0,14,,False,False,15.0,,Borshchahivka,196.0
3700000.0,48.0,2024-03-02,1,2.8,9.0,24.0,4,,False,False,10.0,2.0,Borshchahivka,45.00000000000001
3500000.0,31.1,2024-11-25,1,,4.0,17.7,4,,False,False,5.5,,Borshchahivka,
3490000.0,41.0,2024-02-01,1,,17.0,20.5,17,False,False,False,10.6,0.0,Kyiv,270.0
9990000.0,88.0,2023-08-18,3,2.8,24.0,52.0,17,,False,False,10.9,,Kyiv,363.00000000000006
5400000.0,50.6,2023-09-29,2,2.5,9.0,29.9,2,,False,False,9.0,1.0,Kyiv,162.0
17500000.0,150.0,2023-08-23,4,3.0,24.0,75.0,16,,False,False,48.0,3.0,Kyiv,137.0
4400000.0,38.0,2023-11-30,1,,23.0,17.0,17,,False,False,13.0,2.0,Irpin,63.0
4400000.0,52.1,2024-01-13,2,,14.0,,6,,False,False,,,Boyarka,45.00000000000001
5600000.0,57.9,2023-11-14,2,,14.0,,13,,False,False,,,Kyiv,74.0
8700000.0,84.0,2024-06-15,3,2.58,26.0,48.0,2,,False,False,14.3,2.0,Boyarka,
15800000.0,87.6,2023-05-16,3,,4.0,63.1,3,,False,False,6.8,,Kyiv,324.0
2700000.0,47.5,2024-08-09,2,,5.0,28.4,1,,False,False,7.7,,Boyarka,12.000000000000002
7950000.0,54.5,2024-03-06,1,2.8,13.0,20.0,7,,False,False,10.0,2.0,Kyiv,39.0
1200000.0,45.7,2024-10-12,2,,5.0,28.0,3,,False,False,6.0,1.0,Irpin,44.00000000000001
3150000.0,54.1,2024-08-23,2,2.55,5.0,29.9,1,,False,False,8.3,,Brovary,
12371278.0,82.0,2023-04-13,2,3.0,5.0,33.9,4,False,False,False,15.6,,Kyiv,765.0000000000001
8600000.0,72.0,2023-08-31,2,2.8,11.0,,9,,False,False,13.6,2.0,Kyiv,350.00000000000006
4090000.0,34.9,2024-06-23,1,,15.0,16.0,2,False,False,False,7.0,0.0,Kyiv,77.0
4000000.0,63.3,2023-12-21,2,,17.0,36.4,2,,False,False,13.8,,Vyshneve,19.0
5200000.0,39.8,2024-09-05,1,2.75,10.0,17.4,5,,False,False,16.0,1.0,Kyiv,115.0
3900000.0,42.0,2023-01-14,2,2.55,5.0,26.0,1,,False,False,6.0,,Kyiv,854.0
8000000.0,62.2,2024-09-12,2,,16.0,33.4,4,,False,False,12.0,,Kyiv,19.0
7500000.0,71.0,2023-09-05,2,2.7,5.0,47.0,1,,False,False,11.0,1.0,Boryspil,139.0
2600000.0,31.0,2024-07-01,1,,5.0,18.0,1,,False,False,6.5,,Kyiv,15.0
3850000.0,35.5,2023-09-10,1,,22.0,17.6,1,,False,False,9.0,2.0,Kyiv,152.0
12100000.0,100.0,2024-05-04,3,3.0,12.0,,10,,False,False,11.5,1.0,Kyiv,118.0
2950000.0,36.3,2024-01-24,1,,5.0,15.25,1,,False,False,11.7,0.0,Kyiv,159.0
3800000.0,41.2,2022-09-28,2,2.51,5.0,26.1,2,,False,False,5.7,1.0,Kyiv,962.0
3750000.0,37.4,2024-05-08,1,2.7,27.0,14.1,24,,False,False,10.0,,Brovary,374.00000000000006
8100000.0,58.7,2024-05-10,2,2.75,16.0,,13,,False,False,,,Kyiv,42.0
3050000.0,51.0,2023-08-26,2,2.5,5.0,27.0,5,,False,False,9.5,,Boyarka,231.0
3800000.0,33.4,2023-09-19,1,2.6,13.0,17.3,4,,False,False,8.2,,Kyiv,343.0
3080000.0,33.5,2024-05-23,1,2.64,6.0,17.6,3,,False,False,9.0,,Bucha,
4100000.0,37.1,2023-12-24,1,,18.0,18.7,3,False,False,False,9.9,0.0,Kyiv,20.0
9950000.0,77.3,2024-02-04,2,2.81,6.0,42.2,5,,False,False,14.4,,Kyiv,210.0
3350000.0,35.3,2024-11-12,1,,7.0,16.6,4,,False,False,10.1,2.0,Kyiv,23.000000000000004
4890000.0,58.3,2024-05-28,3,2.53,5.0,44.0,2,,False,False,6.0,,Kyiv,88.00000000000001
4800000.0,40.0,2023-07-05,1,,12.0,20.0,6,,False,False,10.0,,Kyiv,308.0
12610000.0,85.5,2021-10-26,3,,19.0,52.2,10,,False,False,12.5,,Kyiv,1299.0
2600000.0,71.0,2024-05-11,3,2.55,3.0,45.0,1,,False,False,8.6,3.0,Irpin,
3800000.0,42.0,2024-07-30,2,2.5,5.0,27.0,1,,False,False,5.5,,Kyiv,
5500000.0,54.0,2024-09-07,3,2.65,5.0,31.0,5,False,False,False,5.0,1.0,Kyiv,52.0
11000000.0,60.0,2024-04-14,2,2.8,16.0,32.0,15,,False,False,12.0,,Kyiv,
17000000.0,98.4,2024-10-14,3,,11.0,60.5,9,,False,False,14.5,2.0,Kyiv,72.0
3600000.0,44.0,2024-05-04,1,2.55,16.0,17.0,12,,False,False,10.0,,Kyiv,8.0
4100000.0,46.0,2024-07-11,2,,5.0,31.0,5,False,False,False,6.0,1.0,Kyiv,93.0
2200000.0,31.6,2023-12-13,1,2.5,17.0,14.1,10,,False,False,8.1,2.0,Boryspil,132.0
1970000.0,52.0,2024-04-07,2,2.5,5.0,,1,,False,False,10.0,2.0,Brovary,405.0
1650000.0,34.0,2024-06-28,1,2.5,5.0,18.0,4,,False,False,9.0,2.0,Vyshneve,27.0
4200000.0,31.4,2024-09-11,1,2.5,5.0,17.3,3,,False,False,5.6,,Kyiv,12.000000000000002
2498540.0,62.0,2024-05-21,2,,3.0,30.8,2,,False,False,12.2,,Hostomel,23.000000000000004
3850000.0,43.4,2023-10-07,2,2.5,5.0,27.4,3,,False,False,5.5,1.0,Kyiv,137.0
4700000.0,51.36,2024-06-11,2,,5.0,30.75,5,,False,False,10.0,,Kyiv,162.0
4500000.0,37.4,2024-05-17,1,2.7,24.0,18.5,5,,False,False,10.1,,Kyiv,4.0
27850000.0,123.0,2024-10-28,3,3.07,15.0,60.0,8,,False,False,18.8,2.0,Kyiv,37.0
2500000.0,32.0,2023-07-23,1,,5.0,18.0,1,,False,False,6.0,0.0,Kyiv,179.00000000000003
5200000.0,68.0,2024-01-14,3,2.8,5.0,53.0,5,False,False,False,8.0,1.0,Kyiv,489.0
2268000.0,35.0,2024-05-06,1,,9.0,14.0,6,,False,False,8.0,,Kyiv,25.0
11500000.0,106.0,2023-11-11,4,,6.0,70.0,3,,False,False,15.0,,Kyiv,115.0
4999000.0,48.0,2024-08-26,1,2.5,23.0,18.0,22,,False,False,12.0,,Kyiv,27.0
5700000.0,72.5,2023-10-17,3,2.55,10.0,50.0,9,,False,False,9.0,2.0,Kyiv,319.0
2750000.0,53.4,2024-05-09,2,,5.0,30.7,1,,False,False,7.6,,Boryspil,101.0
7548000.0,79.0,2024-09-08,3,,25.0,47.0,12,,False,False,10.0,,Kyiv,98.0
3420000.0,56.0,2023-02-18,3,2.55,4.0,39.6,2,,False,False,5.3,1.0,Boryspil,819.0
4680000.0,55.8,2024-03-25,2,,16.0,30.0,10,,False,False,15.0,,Brovary,126.0
4500000.0,44.6,2024-03-28,2,2.56,9.0,26.0,7,,False,False,7.0,,Kyiv,60.0
1950000.0,44.0,2024-01-30,2,,5.0,29.0,4,,False,False,7.0,1.0,Brovary,8.0
4000000.0,59.5,2024-05-10,2,,18.0,31.0,18,False,False,False,15.4,2.0,Hostomel,50.0
5500000.0,58.5,2024-05-14,2,,5.0,25.0,4,,False,False,25.0,1.0,Kyiv,62.0
2500000.0,56.5,2023-10-15,3,2.5,9.0,39.8,3,,False,False,6.5,5.0,Vyshneve,580.0
3350000.0,34.0,2024-10-20,1,,25.0,,20,,False,False,,,Boyarka,39.0
10700000.0,105.4,2024-09-19,2,,10.0,30.1,4,,False,False,13.4,,Kyiv,89.00000000000001
4500000.0,81.0,2024-03-25,3,2.6,10.0,58.0,4,,False,False,8.5,2.0,Hostomel,418.0
4800000.0,38.5,2024-10-30,1,2.6,17.0,20.0,2,,False,False,10.2,,Kyiv,
3100000.0,32.5,2024-05-11,1,2.55,9.0,18.0,6,,False,False,6.2,2.0,Kyiv,42.0
11900000.0,130.0,2024-09-17,5,,2.0,84.2,1,False,False,False,10.0,0.0,Kyiv,95.0
10225000.0,68.0,2024-02-11,2,2.7,10.0,36.5,5,,False,False,15.7,,Kyiv,36.0
10000000.0,73.0,2024-08-23,3,,9.0,43.0,7,,False,False,9.0,,Kyiv,45.00000000000001
6142000.0,95.5,2024-02-18,4,,16.0,,8,,False,False,,0.0,Kyiv,16.0
4500000.0,46.1,2024-07-01,2,2.5,5.0,29.5,1,False,False,False,5.2,2.0,Kyiv,86.0
3490000.0,33.0,2023-12-04,1,2.8,10.0,16.0,6,,False,False,10.0,2.0,Kyiv,93.0
5500000.0,57.1,2023-10-14,3,2.6,6.0,37.66,2,,False,False,8.8,,Kyiv,364.00000000000006
3770000.0,65.5,2022-12-26,2,2.76,8.0,35.1,5,,False,False,10.9,2.0,Boryspil,873.0
5200000.0,67.6,2023-11-13,3,,9.0,43.0,4,,False,False,8.3,2.0,Borshchahivka,64.0
3250000.0,32.6,2024-06-21,1,,25.0,16.0,16,,False,False,8.2,,Brovary,63.0
7000000.0,50.1,2024-10-10,2,2.5,9.0,28.0,4,False,False,False,,1.0,Kyiv,
6350000.0,72.0,2023-09-01,3,2.55,9.0,44.0,4,,False,False,8.0,1.0,Kyiv,361.00000000000006
